player_id,name_first,name_last,hand,dob,ioc,height,age,rank,rank_points,elo,elo_hard,elo_grass,elo_carpet,elo_clay
118886,Jun Young,Kim,U,1984-01-05,KOR,183,41,,,,,,,
118887,Ricky,Twynam,R,1982-04-24,CAN,183,42,,,,,,,
118888,Gregory,Levy,U,1980-12-23,USA,183,44,,,,,,,
118889,Jacobo,Martinez,U,1980-04-19,MEX,183,44,,,,,,,
118890,Nelson Alejandro,Rodriguez Garza,R,1986-05-05,MEX,183,38,,,,,,,
118891,Mauricio,Espinoza,U,1985-11-23,MEX,183,39,,,,,,,
118892,Gerardo,Ascencio,U,1976-05-31,MEX,183,48,,,,,,,
118893,Javier,Suarez,L,1984-03-30,MEX,183,41,,,,,,,
118894,Keneilwe,Phuthego,U,1984-04-17,BOT,183,40,,,,,,,
118895,Phenyo,Matong,U,1986-02-25,BOT,183,39,,,,,,,
118896,Modisaotsile,Phatshwane,U,1982-03-29,BOT,183,43,,,,,,,
118897,Steven,Stander,U,1983-10-19,RSA,183,41,,,,,,,
118898,Danai,Samuriwo,L,1981-10-01,ZIM,183,43,,,,,,,
118899,Martin,Dzuwa,U,1978-05-11,ZIM,183,46,,,,,,,
118900,Roberto,Bianco,U,1983-05-30,RSA,183,41,,,,,,,
118901,Namkara,Bvunzawabaya,U,1979-09-26,ZIM,183,45,,,,,,,
118902,Vusumuzi,Khonza Majola,U,1977-11-27,ZIM,183,47,,,,,,,
118903,Alexis,Araya,U,1983-12-22,CHI,183,41,,,,,,,
118904,Yassir,Bouyahya,R,1985-04-19,MAR,183,39,,,,,,,
118905,Parthasarthy,Bhattacharya,U,1983-08-31,IND,183,41,,,,,,,
118906,Yoav,Ben Zvi,R,1984-08-04,ISR,183,40,,,,,,,
118907,Moti,Maaravi,U,1982-10-25,ISR,183,42,,,,,,,
118908,John,De Paolo,U,1984-08-06,USA,183,40,,,,,,,
118909,Eduardo,Cubas Pereira,R,1984-08-04,BRA,183,40,,,,,,,
118910,Juliano,Cirimbelli,R,1985-02-04,BRA,183,40,,,,,,,
118911,Erik,Acosta,U,1985-02-02,MEX,183,40,,,,,,,
118912,Chatwinder,Singh,R,1985-12-14,IND,183,39,,,,,,,
118913,Ritesh,Chitlangia,U,1982-06-20,IND,183,42,,,,,,,
118914,Joachim,Kovacs,U,1984-03-08,AUT,183,41,,,,,,,
118915,Jean Baptiste,Gorrieri,U,1982-10-27,FRA,183,42,,,,,,,
118916,Laurent,Silvy,U,1979-10-11,FRA,183,45,,,,,,,
118917,James,Kent,U,1978-08-26,USA,183,46,,,,,,,
118918,Jonathan,Clarke,U,1986-10-16,USA,183,38,,,,,,,
118919,Andrey,Kozhemyakin,U,1982-02-15,RUS,183,43,,,,,,,
118920,Abhinav,Bora,U,1987-12-29,IND,183,37,,,,,,,
118921,Jorge,Garcia Marin,R,1983-10-22,ESP,183,41,,,,,,,
118922,Hector,Tolosana Berdiel,L,1984-05-26,ESP,183,40,,,,,,,
118923,Vivian,Chhetri,U,1982-03-18,IND,183,43,,,,,,,
118924,Antoine,Bernard,U,1975-02-25,FRA,183,50,,,,,,,
118925,Don,Van Ramshorst,U,1967-08-19,USA,183,57,,,,,,,
118926,Golan,Sassoon,U,1979-01-03,ISR,183,46,,,,,,,
118927,Rafael,Gutierrez Perez,R,1986-06-14,MEX,183,38,,,,,,,
118928,Juan Jose,Hamdan,R,1978-07-26,MEX,183,46,,,,,,,
118929,Roberto,De La Rosa,R,1985-02-02,MEX,183,40,,,,,,,
118930,Fernando,Campos Calandin,U,1983-10-12,ESP,183,41,,,,,,,
118931,Bhuvan,Chaturvedi,U,1983-07-20,IND,183,41,,,,,,,
118932,Francisco,Beltrami,R,1986-06-07,ARG,183,38,,,,,,,
118933,Lucas,Miller,U,1984-02-28,ARG,183,41,,,,,,,
118934,Parantap,Chaturvedi,R,1984-03-13,IND,183,41,,,,,,,
118935,Cristobal,Aguirre,U,1978-08-20,ARG,183,46,,,,,,,
118936,Marcelo,Badaracco,U,1980-01-25,ARG,183,45,,,,,,,
118937,Tymon,Smith,L,1986-12-25,AUS,183,38,,,,,,,
118938,Andrew,Smith,R,1985-05-28,AUS,183,39,,,,,,,
118939,Ayumu,Kishimoto,R,1979-02-28,JPN,183,46,,,,,,,
118940,Motonobu,Nakagomi,R,1986-08-28,JPN,183,38,,,,,,,
118941,Zacharias,Katsigiannakis,L,1986-08-24,GRE,183,38,,,,,,,
118942,Christopher,Whitfield,R,1984-11-03,JAM,183,40,,,,,,,
118943,Marlon,Gichie,R,1986-02-16,JAM,183,39,,,,,,,
118944,Vladimir,Peregudov,U,1946-05-10,RUS,183,78,,,,,,,
118945,Thamer,Al Zoubi,U,1988-11-07,KUW,183,36,,,,,,,
118946,Miles,Sheldon,U,1966-10-26,GBR,183,58,,,,,,,
118947,Abdul Rehman,Burhama,U,1988-08-03,KUW,183,36,,,,,,,
118948,Gheorghe,Barbu,U,1954-07-19,ROU,183,70,,,,,,,
118949,Farzad,Heidari,R,1985-04-13,IRI,183,40,,,,,,,
118950,Abdul Redha,Al Ghareeb,U,1985-01-12,KUW,183,40,,,,,,,
118951,Jian,Li,R,1986-03-14,CHN,183,39,,,,,,,
118952,Dao Rui,Wang,U,1981-03-17,CHN,183,44,,,,,,,
118953,Kevin,Fleck,U,1987-03-31,USA,183,38,,,,,,,
118954,Mikhail,Razumovski,U,1982-04-13,RUS,183,43,,,,,,,
118955,Mehdi,Belmoudden,U,1983-07-31,MAR,183,41,,,,,,,
118956,Steven,Lockwood,U,1982-05-30,GBR,183,42,,,,,,,
118957,Salah,Bouzidani,U,1972-08-24,ALG,183,52,,,,,,,
118958,Jesus,Tavares,U,1960-11-07,MEX,183,64,,,,,,,
118959,Martin,Hidegh,U,1976-02-22,SUI,183,49,,,,,,,
118960,Alexander,Montoya,R,1985-01-16,PER,183,40,,,,,,,
118961,Shantanu,Dhaka,R,1985-08-12,IND,183,39,,,,,,,
118962,Dillon,Brozyna,U,1985-05-13,USA,183,39,,,,,,,
118963,Justin,Pickham,U,1982-11-25,AUS,183,42,,,,,,,
118964,Bo,Zhang,R,1984-10-17,CHN,183,40,,,,,,,
118965,Yan Qing,Zhu,U,1980-11-05,CHN,183,44,,,,,,,
118966,Hua,Zhang,U,1985-02-15,CHN,183,40,,,,,,,
118967,Abdel Wahid,Henni,U,1982-08-08,ALG,183,42,,,,,,,
118968,Alonso,Medina,U,1981-12-02,MEX,183,43,,,,,,,
118969,Masayoshi,Mifuji,L,1980-08-21,MEX,183,44,,,,,,,
118970,Jose Roberto,Burboa,U,1988-02-11,MEX,183,37,,,,,,,
118971,Jorge Alberto,Tiscareno,U,1988-03-01,MEX,183,37,,,,,,,
118972,Juan Jose,Munoz,R,1979-08-08,MEX,183,45,,,,,,,
118973,Ali Sherif,Al Marzooqi,R,1983-10-21,UAE,183,41,,,,,,,
118974,Bruno,Berruti,R,1987-06-07,MEX,183,37,,,,,,,
118975,Richard,Montz,U,1977-01-16,USA,183,48,,,,,,,
118976,Emanuele,Fanti,U,1984-04-13,ITA,183,41,,,,,,,
118977,Jose Ramon,Pereyra,U,1987-03-24,MEX,183,38,,,,,,,
118978,Sebastian,Schluter,U,1983-03-01,GER,183,42,,,,,,,
118979,Evan,Dufaux,R,1986-09-08,USA,183,38,,,,,,,
118980,Jose Diego,Martinez Benet,U,1986-01-18,MEX,183,39,,,,,,,
118981,Juan Jose,Nunez,U,1987-01-16,MEX,183,38,,,,,,,
118982,Piotr,Banas,U,1985-03-29,POL,183,40,,,,,,,
118983,El Mehdi,Zidine,U,1984-02-05,MAR,183,41,,,,,,,
118984,Hafid,Dani,R,1981-09-06,MAR,183,43,,,,,,,
118985,Kamil,Filali,U,1984-11-14,MAR,183,40,,,,,,,
118986,Youssef,Siraji,U,1976-06-04,MAR,183,48,,,,,,,
118987,Rafael,Domene Alcaraz,U,1981-05-29,ESP,183,43,,,,,,,
118988,Zoltan,Hites,R,1977-11-03,USA,183,47,,,,,,,
118989,Dwane,Lue Shing,U,1983-07-05,JAM,183,41,,,,,,,
118990,Alexis Javier,Rudzinski,U,1979-09-07,ARG,183,45,,,,,,,
118991,Jindrich,Chaloupka,R,1985-02-12,CZE,183,40,,,,,,,
118992,Mehdi,Sekkat,U,1981-09-04,MAR,183,43,,,,,,,
118993,Anass,Lanrani,U,1976-06-30,MAR,183,48,,,,,,,
118994,Josh,Prager,U,1973-11-04,USA,183,51,,,,,,,
118995,Clancy,Shields,U,1987-04-04,USA,183,38,,,,,,,
118996,Gasper,Pavli,U,1983-02-22,SLO,183,42,,,,,,,
118997,Anze,Cevka,R,1985-02-10,SLO,183,40,,,,,,,
118998,Jaime,Clarke,U,1988-06-01,MEX,183,36,,,,,,,
118999,Antti,Tuomi,R,1983-05-14,FIN,183,41,,,,,,,
119000,Vahe,Assadourian,R,1985-10-20,USA,183,39,,,,,,,
119001,Bosko,Simundza,U,1981-01-01,CRO,183,44,,,,,,,
119002,Barry,Mclaren,U,1983-09-01,GBR,183,41,,,,,,,
119003,Aron,Balog,U,1983-12-05,GER,183,41,,,,,,,
119004,Sean,Kenney,U,1981-05-27,USA,183,43,,,,,,,
119005,Nathan,Forster,U,1984-07-29,USA,183,40,,,,,,,
119006,Nestor,Bernabe,R,1979-12-08,USA,183,45,,,,,,,
119007,Tyrell,Diaz Stevens,U,1981-06-05,AUS,183,43,,,,,,,
119008,Pascal,Uwimana Kazungu,U,1986-06-25,RWA,183,38,,,,,,,
119009,Sebastian,Pena,L,1984-11-18,CHI,183,40,,,,,,,
119010,Sylvain,Rutikanga,U,1973-01-11,RWA,183,52,,,,,,,
119011,Clemens,Breuss,U,1984-06-20,AUT,183,40,,,,,,,
119012,Jean Paul,Nshimiyimana,U,1987-04-10,RWA,183,38,,,,,,,
119013,Patrik,Jarestrand,U,1982-06-03,SWE,183,42,,,,,,,
119014,Ravi Shankar,Pathanjali,L,1982-07-03,IND,183,42,,,,,,,
119015,Joseph,Schmulian,U,1979-04-19,USA,183,45,,,,,,,
119016,Mark,Riddell,U,1982-08-11,USA,183,42,,,,,,,
119017,David,Goulet,R,1986-04-02,CAN,183,39,,,,,,,
119018,Mohammed Fazal,Khan,U,1987-03-05,KEN,183,38,,,,,,,
119019,Myalikkuli,Mamedkuliyev,R,1987-08-30,TKM,183,37,,,,,,,
119020,Jozef,Maras,U,1985-12-26,SVK,183,39,,,,,,,
119021,Markus,Schiller,R,1981-09-16,GER,183,43,,,,,,,
119022,Davide,Minetti,U,1986-03-13,ITA,183,39,,,,,,,
119023,Akash,Sharma,U,1983-10-11,IND,183,41,,,,,,,
119024,Matej,Smolek,U,1986-09-17,SVK,183,38,,,,,,,
119025,Petr,Savrda,U,1984-10-14,CZE,183,40,,,,,,,
119026,Richard,Senkar,U,1974-04-28,SVK,183,50,,,,,,,
119027,Omari,Murgulia,U,1985-11-30,GEO,183,39,,,,,,,
119028,Levan,Grigolashvili,U,1986-05-25,RUS,183,38,,,,,,,
119029,Hovhannes,Davtyan,U,1985-06-17,ARM,183,39,,,,,,,
119030,Hayk,Zohranyan,U,1981-01-01,ARM,183,44,,,,,,,
119031,Sorin Toma,Rus,U,1985-05-18,ROU,183,39,,,,,,,
119032,Alin Alexandru,Simion,R,1985-02-05,ROU,183,40,,,,,,,
119033,Mihai Lucian,Ciuntea,U,1984-02-23,ROU,183,41,,,,,,,
119034,Gyorgy,Kiss,U,1979-06-02,HUN,183,45,,,,,,,
119035,Tibor,Szathmary,U,1982-04-05,HUN,183,43,,,,,,,
119036,Norbert,Pakai,U,1983-04-16,HUN,183,42,,,,,,,
119037,Philippe,Haas,U,1983-04-16,FRA,183,42,,,,,,,
119038,Marco,Pansi,U,1986-01-21,AUT,183,39,,,,,,,
119039,Jimmy,Haney,U,1980-06-09,USA,183,44,,,,,,,
119040,Mikhail,Ptukhin,R,1986-03-20,RUS,183,39,,,,,,,
119041,Kakha,Maisuradze,U,1985-11-28,GEO,183,39,,,,,,,
119042,Zviad,Tsertsvadze,U,1980-10-19,GEO,183,44,,,,,,,
119043,Alberto,Cornelio Martinez,U,1984-07-18,ESP,183,40,,,,,,,
119044,Jorge,Montesinos Perales,R,1986-02-04,ESP,183,39,,,,,,,
119045,Javier,Gimenez Garcia,U,1984-11-13,ESP,183,40,,,,,,,
119046,Eden,Lica,R,1984-06-08,ROU,183,40,,,,,,,
119047,Bogdan,Buneci,U,1985-12-16,ROU,183,39,,,,,,,
119048,Marko,Ballok,U,1987-01-10,HUN,183,38,,,,,,,
119049,Bjorn,Simon,U,1981-01-20,GER,183,44,,,,,,,
119050,Carlos,Galvez,R,1988-01-29,ECU,183,37,,,,,,,
119051,Sebastian,Cannata,L,1984-03-04,ARG,183,41,,,,,,,
119052,Roland,Dos Santos,U,1968-09-17,BRA,183,56,,,,,,,
119053,Mohamed,Nashaat,U,1985-02-22,EGY,183,40,,,,,,,
119054,Guillaume,Bouvier,U,1981-09-29,FRA,183,43,,,,,,,
119055,Matias,Oddone,U,1979-10-08,ARG,183,45,,,,,,,
119056,Joe,Morris,U,1980-12-18,USA,183,44,,,,,,,
119057,Alberto,Lopez Morales,R,1977-06-29,ESP,183,47,,,,,,,
119058,Hugo,Verge Albiol,U,1983-05-18,ESP,183,41,,,,,,,
119059,Stefano,Rodighiero,R,1986-08-18,ITA,183,38,,,,,,,
119060,Andres,Arango,L,1987-11-16,ECU,183,37,,,,,,,
119061,Caio,Borges,U,1984-08-26,BRA,183,40,,,,,,,
119062,Andrew,Hamar,U,1984-08-09,GBR,183,40,,,,,,,
119063,Vincent,Owens,U,1981-05-31,USA,183,43,,,,,,,
119064,Arturas,Gotovskis,U,1984-02-18,LTU,183,41,,,,,,,
119065,Mohamed,El Sohafy,R,1985-01-01,EGY,183,40,,,,,,,
119066,Edson,Abrao,U,1984-07-29,BRA,183,40,,,,,,,
119067,Oscar,Montanez,U,1980-11-19,COL,183,44,,,,,,,
119068,Brad,Livingston,U,1985-07-05,USA,183,39,,,,,,,
119069,Sergei,Larionov,U,1971-02-26,RUS,183,54,,,,,,,
119070,Adam,Holmstrom,R,1984-05-16,SWE,183,40,,,,,,,
119071,Ryan,Jones,U,1982-02-23,GBR,183,43,,,,,,,
119072,Mikhail,Koukouchkine,U,1987-12-24,RUS,183,37,,,,,,,
119073,Alexei,Miller,U,1982-09-21,RUS,183,42,,,,,,,
119074,Carlos Eduardo,Rodriguez,U,1985-04-24,BRA,183,39,,,,,,,
119075,Roberto,Vasques,U,1985-05-19,BRA,183,39,,,,,,,
119076,Pedro,Silva,U,1984-09-14,BRA,183,40,,,,,,,
119077,Manuel,Cervantes,U,1958-11-26,MEX,183,66,,,,,,,
119078,Alfredo,Penagos,U,1981-09-22,MEX,183,43,,,,,,,
119079,Erick,Ocampo,R,1986-12-14,MEX,183,38,,,,,,,
119080,Enrique,Barreto,U,1984-01-03,MEX,183,41,,,,,,,
119081,Victor,Ballinas,U,1984-03-16,MEX,183,41,,,,,,,
119082,Alejandro,Cano Risco,U,1984-04-09,ESP,183,41,,,,,,,
119083,Hector,Ortiz Sacristan,U,1985-03-04,ESP,183,40,,,,,,,
119084,William,Shaw,U,1983-08-05,GBR,183,41,,,,,,,
119085,Mehdi,Bdiri,R,1977-12-14,TUN,183,47,,,,,,,
119086,Ivan,Estevez Caballero,U,1981-09-08,ESP,183,43,,,,,,,
119087,Kevin,Waldner,R,1985-05-16,AUT,183,39,,,,,,,
119088,Mathieu,Goven,U,1984-12-15,FRA,183,40,,,,,,,
119089,Jason,London,U,1985-11-12,AUS,183,39,,,,,,,
119090,Daniel,Iserhard,U,1981-12-04,BRA,183,43,,,,,,,
119091,Mario,Maya,U,1982-05-27,MEX,183,42,,,,,,,
119092,Masashi,Jikumaru,U,1983-08-24,JPN,183,41,,,,,,,
119093,Kwang Hee,Lee,U,1982-02-13,KOR,183,43,,,,,,,
119094,Alejandro,Juan Rodriguez,U,1985-06-29,ESP,183,39,,,,,,,
119095,Florian,Gimenes,U,1981-08-04,FRA,183,43,,,,,,,
119096,Simon,Morris,U,1983-01-18,GBR,183,42,,,,,,,
119097,Vinod Kumar,Sewa,U,1983-01-01,IND,183,42,,,,,,,
119098,Frederico,Casaro,L,1982-03-13,BRA,183,43,,,,,,,
119099,Kenji,Yoshida,U,1980-07-21,JPN,183,44,,,,,,,
119100,Tomohiro,Ishii,R,1985-06-05,JPN,183,39,,,,,,,
119101,Frederic,Armirail,R,1980-08-02,FRA,183,44,,,,,,,
119102,Julien,Gillet,U,1980-04-28,FRA,183,44,,,,,,,
119103,Cedric,Pucheux,L,1983-02-05,FRA,183,42,,,,,,,
119104,Juan Cruz,Vesprini,U,1984-07-27,ARG,183,40,,,,,,,
119105,Enzo,Birlangeri,U,1982-08-10,ARG,183,42,,,,,,,
119106,Marko,Gojanovic,R,1980-05-18,USA,183,44,,,,,,,
119107,Jermaine,Meikle,U,1985-10-18,JAM,183,39,,,,,,,
119108,Michael,Marshall,U,1979-05-26,USA,183,45,,,,,,,
119109,Richard,Dickenson,U,1986-07-14,JAM,183,38,,,,,,,
119110,Otis,Johnson,U,1983-02-22,JAM,183,42,,,,,,,
119111,Ryan,Fleming,U,1976-03-14,USA,183,49,,,,,,,
119112,Julien,Heine,R,1971-02-13,CAN,183,54,,,,,,,
119113,Roger,Matalonga Ribera,U,1983-07-04,ESP,183,41,,,,,,,
119114,Jodi,Brosolo,U,1981-11-21,ITA,183,43,,,,,,,
119115,Jakob,Klaeson,R,1985-08-07,SWE,183,39,,,,,,,
119116,Martin,Taipale,U,1983-08-09,SWE,183,41,,,,,,,
119117,Ludde,Jarpmyr,R,1985-05-20,SWE,183,39,,,,,,,
119118,Mark,Growcott,U,1984-01-29,GBR,183,41,,,,,,,
119119,Luke,Campbell,R,1985-05-01,GBR,183,39,,,,,,,
119120,Juli,Signes Perez,U,1987-07-20,ESP,183,37,,,,,,,
119121,Ignasi,Villacampa Roses,R,1986-02-15,ESP,183,39,,,,,,,
119122,Lukas,Marsoun,R,1986-02-07,CZE,183,39,,,,,,,
119123,Petr,Olsak,U,1982-09-11,CZE,183,42,,,,,,,
119124,Irineu,Araujo,U,1971-01-01,BRA,183,54,,,,,,,
119125,Daniel,Macko,R,1985-05-29,CZE,183,39,,,,,,,
119126,Adam,Barratclough,R,1984-03-14,GBR,183,41,,,,,,,
119127,James,Lloyd,R,1986-03-28,GBR,183,39,,,,,,,
119128,Ian,Vazquez Rowe,U,1984-12-29,ESP,183,40,,,,,,,
119129,Carlos,Rivas Costa,U,1984-03-20,ESP,183,41,,,,,,,
119130,Oscar,Castillon Miguez,U,1986-10-29,ESP,183,38,,,,,,,
119131,Marc,Harenberg,U,1980-09-24,GER,183,44,,,,,,,
119132,Cesare,Gallo,R,1988-03-08,ITA,183,37,,,,,,,
119133,David,Kuczer,R,1984-11-19,POL,183,40,,,,,,,
119134,Vassilis,Karabetsos,U,1985-04-18,GRE,183,39,,,,,,,
119135,Timothy,Patient,U,1985-09-26,GBR,183,39,,,,,,,
119136,Cameron,Ball,U,1983-06-08,USA,183,41,,,,,,,
119137,Maximiliano,Picon,U,1986-11-08,CHI,183,38,,,,,,,
119138,Javier,Ferrin Kranewitter,R,1983-03-01,ARG,183,42,,,,,,,
119139,Jordi,Mullor,U,1985-01-16,MEX,183,40,,,,,,,
119140,Christian,Blocker,R,1986-01-29,GER,183,39,,,,,,,
119141,Constantinos,Talianos,U,1981-02-25,CYP,183,44,,,,,,,
119142,Joscha,Beutel,R,1983-09-21,GER,183,41,,,,,,,
119143,Varun,Walia,U,1985-11-25,IND,183,39,,,,,,,
119144,Yaroslav,Sorokin,U,1982-12-01,UKR,183,42,,,,,,,
119145,Grant,Nibley,U,1987-01-07,USA,183,38,,,,,,,
119146,Guillaume,Drach,U,1970-12-31,FRA,183,54,,,,,,,
119147,Alberto,Murra,U,1983-06-19,MEX,183,41,,,,,,,
119148,Kenneth,Prajoga,R,1987-10-08,AUS,183,37,,,,,,,
119149,Eduardo,Campos,U,1978-03-21,MEX,183,47,,,,,,,
119150,Adrian,Somerville,U,1984-02-06,AUS,183,41,,,,,,,
119151,Aaron,Kosub,U,1983-03-08,AUS,183,42,,,,,,,
119152,Ryan,Haymond,U,1981-08-28,USA,183,43,,,,,,,
119153,Rishi,Behl,R,1985-09-24,IND,183,39,,,,,,,
119154,Borja,Martinez Lejarza,U,1987-09-30,ESP,183,37,,,,,,,
119155,Pedro,Salas Lozano,U,1982-09-14,ESP,183,42,,,,,,,
119156,Vincent,Moreta,U,1986-10-25,ARU,183,38,,,,,,,
119157,Diego,Ksiazenicki,U,1987-01-27,URU,183,38,,,,,,,
119158,Ignacio,Gesto,U,1984-01-21,URU,183,41,,,,,,,
119159,Nick,Trkulja,R,1983-08-21,AUS,183,41,,,,,,,
119160,Aidan,Fitzgerald,U,1985-02-20,AUS,183,40,,,,,,,
119162,Marcos,Alvarez Garrido,U,1988-02-11,ESP,183,37,,,,,,,
119163,Pablo,Cabrero Nava,U,1978-05-06,ESP,183,46,,,,,,,
119164,Javier,Rodriguez Cagiao,U,1986-01-28,ESP,183,39,,,,,,,
119165,Carlos,Garcia De Andoain,U,1987-09-25,ESP,183,37,,,,,,,
119166,Jonathan,Obrist,U,1984-09-17,GUA,183,40,,,,,,,
119167,Cristian,Javora,U,1984-08-24,GUA,183,40,,,,,,,
119168,Amir Mohamed,Ebrahim Bayoumi,U,1985-01-17,QAT,183,40,,,,,,,
119169,Mohammed Saadon,Al Kawari,U,1983-07-21,QAT,183,41,,,,,,,
119170,Abdulla,Al Emadi,U,1986-06-21,QAT,183,38,,,,,,,
119171,Sofiane,Dob,U,1978-11-01,ALG,183,46,,,,,,,
119172,Nazim,Larbi,U,1984-10-19,ALG,183,40,,,,,,,
119173,Djazil,Arkoun,U,1981-06-24,ALG,183,43,,,,,,,
119174,Israel,Monteiro,U,1977-02-15,POR,183,48,,,,,,,
119176,Jorge,Laranjeiro,U,1983-05-31,POR,183,41,,,,,,,
119177,Matheus,Wagner,U,1984-07-06,BRA,183,40,,,,,,,
119178,Marcus,Senkbeil,U,1981-07-11,GER,183,43,,,,,,,
119179,Domagoj,Sekosan,U,1984-03-15,CRO,183,41,,,,,,,
119180,Miha,Crnkovic,U,1985-01-11,SLO,183,40,,,,,,,
119181,Monday,Igbinovia,U,1986-11-16,NGR,183,38,,,,,,,
119182,Destiny,Ford Da Silva,R,1982-12-21,NGR,183,42,,,,,,,
119183,Collins,Ogbonna,U,1977-11-25,NGR,183,47,,,,,,,
119184,Rodrigue,Vignikin,U,1980-05-12,BEN,183,44,,,,,,,
119185,Adrian,Venturi,R,1979-12-05,AUS,183,45,,,,,,,
119186,Dejan,Zlicar,U,1986-06-23,CRO,183,38,,,,,,,
119187,Luka,Kukulic,R,1982-05-27,CRO,183,42,,,,,,,
119188,Marc,Ijzermann,U,1983-11-15,NED,183,41,,,,,,,
119189,Lukas,Wolff,U,1982-03-18,GER,183,43,,,,,,,
119190,Edgars,Klavins,R,1979-02-16,LAT,183,46,,,,,,,
119191,Alexander,Akulich,U,1984-04-22,BLR,183,40,,,,,,,
119192,Thomas,Murray,U,1981-09-21,GBR,183,43,,,,,,,
119193,Udoka,Amajioyi,U,1987-12-12,NGR,183,37,,,,,,,
119194,Marc,Compte Lobera,U,1976-08-20,ESP,183,48,,,,,,,
119195,Ikechukwu,Ndukwu,U,1984-04-13,NGR,183,41,,,,,,,
119196,George,Akro,U,1983-11-24,NGR,183,41,,,,,,,
119197,Tomislav,Tucibat,R,1985-03-02,CRO,183,40,,,,,,,
119198,Marek,Sramek,R,1983-08-21,SVK,183,41,,,,,,,
119199,Adnan,Mesic,R,1984-12-30,CRO,183,40,,,,,,,
119200,Youssef,Miled,U,1983-09-17,TUN,183,41,,,,,,,
119201,Prakoso,Imanuel,R,1985-04-07,INA,183,40,,,,,,,
119202,Ketut Nesa,Arta,U,1982-02-16,INA,183,43,,,,,,,
119203,Yohan,Samawi,U,1983-10-25,INA,183,41,,,,,,,
119204,Fandi,Suyadi,R,1984-08-20,INA,183,40,,,,,,,
119205,Andery,Setyawanto,U,1983-08-08,INA,183,41,,,,,,,
119206,Jesus,Martinez Mozo,U,1987-04-11,ESP,183,38,,,,,,,
119207,Ernst,Khyo,U,1984-02-28,AUT,183,41,,,,,,,
119208,Jose Enrique,De La Torre Sanchez,U,1985-02-15,ESP,183,40,,,,,,,
119209,Jaime,Baron Fernandez,U,1987-04-02,ESP,183,38,,,,,,,
119210,Eloy,Alcala Martin,U,1964-02-03,ESP,183,61,,,,,,,
119211,Staffan,Moritz,U,1982-08-26,SWE,183,42,,,,,,,
119212,Thomas,Bieri,U,1982-07-07,SUI,183,42,,,,,,,
119213,Vladimir,Nikolenko,R,1986-04-08,UKR,183,39,,,,,,,
119214,Diego,Rivas Gonzalez,U,1987-03-06,ESP,183,38,,,,,,,
119215,Guillermo,Celard Perez,U,1984-07-13,ESP,183,40,,,,,,,
119216,Borja,Vazquez Gonzalez,U,1972-02-03,ESP,183,53,,,,,,,
119217,Marcin,Maszczyk,U,1983-09-07,POL,183,41,,,,,,,
119218,Toomas,Jurikivi,U,1986-02-05,EST,183,39,,,,,,,
119219,Boris,Gubic,U,1983-01-30,CRO,183,42,,,,,,,
119220,Igor,Muguruza,R,1984-03-07,VEN,183,41,,,,,,,
119221,Nikola,Djordjevic,U,1983-09-18,SRB,183,41,,,,,,,
119222,Mladen,Kekus,U,1984-03-29,YUG,183,41,,,,,,,
119223,Bojan,Bozovic,R,1987-02-23,SRB,183,38,,,,,,,
119224,Jaime,Cabrera,U,1978-05-06,COL,183,46,,,,,,,
119225,Juan Diego,Garzon,U,1986-05-20,COL,183,38,,,,,,,
119226,Franklin,Morales,U,1988-05-16,COL,183,36,,,,,,,
119227,Juan Pablo,Gomez,U,1985-04-06,COL,183,40,,,,,,,
119228,Jhonny,Perez,U,1974-02-19,COL,183,51,,,,,,,
119229,Sebastian,Gallego Betancor,R,1988-08-26,COL,183,36,,,,,,,
119230,Gio,Navrozachvili,U,1987-09-17,GEO,183,37,,,,,,,
119231,Arman,Harutyunyan,U,1985-10-14,ARM,183,39,,,,,,,
119232,Hiroo,Kato,U,1975-07-14,JPN,183,49,,,,,,,
119233,Dan,Vasilescu,U,1983-12-15,ROU,183,41,,,,,,,
119234,Bogdan,Cuceu,U,1984-06-26,ROU,183,40,,,,,,,
119235,Andru,Tarnovean,U,1985-10-01,ROU,183,39,,,,,,,
119236,Alexandru Lucian,Driu Paltineanu,R,1987-12-22,ROU,183,37,,,,,,,
119237,Robert,Moldoveanu,U,1985-08-20,ROU,183,39,,,,,,,
119238,Ionut,Nibu,U,1984-03-06,ROU,183,41,,,,,,,
119239,Stefan,Dumitrescu,U,1984-03-15,ROU,183,41,,,,,,,
119240,Ioan Bogdan,Gauzin,L,1982-06-24,ROU,183,42,,,,,,,
119241,Camil,Ilie,U,1984-04-18,ROU,183,40,,,,,,,
119242,Sergei,Novosselov,U,1980-09-05,RUS,183,44,,,,,,,
119243,Laurentiu Nicolae,Popescu,U,1981-10-29,ROU,183,43,,,,,,,
119244,Giovanni,Nascimento,U,1974-03-05,BRA,183,51,,,,,,,
119245,Nabil,Mourad,U,1986-03-20,BRA,183,39,,,,,,,
119246,Andre,Cury,R,1976-06-30,BRA,183,48,,,,,,,
119247,Richemn,Mourad,U,1984-04-09,BRA,183,41,,,,,,,
119248,Dmitry,Ivanov,R,1987-12-19,UZB,183,37,,,,,,,
119249,Boris,Kukoc,U,1983-11-24,CRO,183,41,,,,,,,
119250,Mario,Janjic,L,1986-02-21,CRO,183,39,,,,,,,
119251,Robert,Loncaric,U,1979-06-08,CRO,183,45,,,,,,,
119252,Okwudili,Ehirim,U,1976-04-12,NGR,183,49,,,,,,,
